,x,y,z,priority,exist,row
0,1.2268340467790988,-0.871823898880228,0,3,False,0
1,1.3268332518731805,-0.8714251752267621,0,2,False,0
2,1.426832456967262,-0.871026451573296,0,1,False,0
3,1.227232770432565,-0.9718231039743095,0,6,False,0
4,1.3272319755266464,-0.9714243803208433,0,5,False,0
5,1.4272311806207278,-0.9710256566673774,0,4,False,0
6,1.2276354813225656,-1.0728223011193316,0,9,False,1
7,1.327634686416647,-1.0724235774658657,0,8,False,1
8,1.4276338915107287,-1.0720248538123995,0,7,False,1
9,1.2280342049760313,-1.172821506213413,0,12,False,1
10,1.328033410070113,-1.1724227825599471,0,11,False,1
11,1.4280326151641944,-1.1720240589064812,0,10,False,1
12,1.2284369158660322,-1.2738207033584354,0,15,False,2
13,1.3284361209601137,-1.2734219797049693,0,14,False,2
14,1.428435326054195,-1.2730232560515033,0,13,False,2
15,1.2288356395194981,-1.373819908452517,0,18,False,2
16,1.3288348446135798,-1.3734211847990507,0,17,False,2
17,1.4288340497076613,-1.3730224611455846,0,16,False,2
